Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
90344.0,-0.163336635583,1.51209770475548,1.21766324268634,2.82510737719324,1.24139730069899,-0.139000251893927,1.42505830957989,-0.428575340850916,-0.546871955615772,0.552274594421145,-0.380077195944121,-3.43742857575863,1.52515801416025,1.514938987537,-1.39693869265017,0.871557571420955,-0.433682297745588,0.214827867112695,-2.06839997613256,-0.13154797391141,0.0626453111299541,0.466574972146256,-0.352739594110395,-0.189612434983356,0.372810263364878,0.0833035166669763,-0.22711493526888,-0.226318438966276,29.63,0
71722.0,-0.866219452153231,0.804734791717641,1.8050187094341,-0.533585956750021,0.619281586465664,-0.735604441725166,0.837338409301139,-0.111872283672485,-0.725185917778901,-0.849328546040599,-0.732957111011509,0.324771495354944,1.11131541253841,-0.0886776707389142,0.442534872746938,0.529439585909974,-0.838750238751316,-0.368685464844461,-0.365502281719978,0.0910812623843111,-0.20130112824329,-0.738693709588302,-0.179406374734869,-0.108884506820447,0.326540293263265,0.0477628644294518,-0.0191300577604338,0.0636792745619459,16.98,0
75892.0,-2.15527129388018,-0.175687037966007,-0.364020343745429,-1.74361919897584,-2.89334040954365,1.04323597207268,1.81724213678764,0.815885371504062,0.832096476956198,-2.09879640372823,0.393067305292019,0.283977993245943,-1.90521552167075,0.996643429014276,0.166819645707808,0.0302820806189696,-0.0673985421100343,0.650434321761543,0.0299538981982216,-0.27616268033489,0.163686344717723,0.481983737195274,0.444372158683026,-0.327187219639518,0.0781710026805541,-0.780713161860548,0.321325082028451,-0.201844613255571,556.59,0
6382.0,-0.339931992967961,1.38020098297562,1.07283682089366,1.3324281420342,-0.419216412448983,-1.05388158898683,0.412905415159332,0.0806880649618203,0.38662134496527,-0.785160780019568,0.956702828391612,-1.71053362092214,2.67913145057711,1.88782765673344,0.0912378911380371,-0.377512754473205,0.824857541239646,0.0999882017389895,-0.072940349285125,-0.0914044666827299,0.0813921741770513,0.415918676926195,0.0542854113760027,0.893219138899217,-0.185338107555668,-0.403576876732551,-0.0696700760714801,-0.0156127818038167,28.5,0
133934.0,-1.16131369787359,-0.287604461326028,1.41544423211767,-0.396877338692424,0.695259666629461,5.6456195882662,-1.92419480719433,2.07963629603327,-0.10879289762074,-0.0961607509493147,-1.52666872536427,0.135550088789831,0.0265724073033159,-0.946546958429856,-0.965871081583179,-2.15786191856135,0.717520911409463,1.75040996953886,0.0587920112335353,-0.162243550707343,-0.212369144804129,0.130911112376476,-0.211138821391486,0.693450136932889,0.549517869978821,-0.129519321211906,0.345587868457763,0.0760934611730621,50.0,0
83644.0,1.13989352895414,-0.188069486569348,0.752642684718323,0.0422938762751509,-0.926478555156395,-0.855548006423445,-0.256434792351592,-0.0485239897728113,0.406749645996011,-0.261963482413287,0.408506485571399,0.290375261031658,-0.343854618727312,0.270270907267038,1.50909723317618,-0.0199890412852513,0.12970866056131,-0.98974899757147,-0.538220559205831,-0.0718260362930496,-0.0560061926708933,-0.207902545204079,0.168368303704968,0.660737827780303,-0.0504619967853281,0.898876641718935,-0.0620755927299868,0.0162879030979589,34.58,0
56145.0,-1.8412489637294,1.94738875009376,1.00348116822008,-0.415028262532636,-0.510467284846094,-0.780299681656722,0.549027898499923,0.165948377399344,0.595026002343216,1.72190504264897,1.48390375394284,0.329434151269176,-0.89119068789526,0.0849018563816456,0.315227190786676,0.254727783997415,-0.580842813514299,0.0783660329007255,0.0517923571499973,0.800859630251768,-0.360643402416222,-0.639778427556979,0.0838751499952623,0.470962614324863,0.0373547983792072,0.0718073994595818,0.881024554884871,0.513286548800655,14.97,0
58893.0,-1.42286632886921,-0.585617590299241,1.64031957140276,0.490132439596065,-0.0942976967333559,1.25997233863113,-1.10508316887387,1.09485900101962,-1.27529285940437,0.0079884829671039,0.0011145407267596,0.206484774742131,-0.0456273569457444,0.256326748329962,1.53848620487571,-3.04424451250343,1.71725492182323,-0.255829395532131,-1.98202880079081,-0.352899339247631,0.13982423586253,0.700901115108453,0.13155122560453,-0.657976644358638,-0.531660398132447,-0.0854294149893833,0.154955441820404,-0.0476616584256698,46.73,0
91263.0,1.80998815987322,-0.498261375111922,0.428423901693558,1.78404908978672,-0.680351948572213,0.874658054645446,-1.10282520040545,0.225249784183195,3.08111906573891,-0.50023387610119,-0.616536823703357,-1.5557497749596,2.18243214885733,0.484439363210979,-1.77782691501212,-0.16487975633429,0.50362309011873,0.147470674501667,-0.398076957623519,-0.16981282083337,-0.170992747051693,0.0983778080495688,0.220056224508588,0.545272434241002,-0.212253180068936,-0.742785311981031,0.072573657554869,-0.0135823947380374,50.0,0
127713.0,-1.15045761696566,1.01131075456006,1.07010355873978,-1.30021890096116,0.229480903844365,0.406369876956227,0.222709433935577,0.41796824768346,0.698825091520415,0.323110833648526,0.0782522109398804,-0.235465186564394,-1.25462929242331,-0.0702530803562181,-0.2756079582707,0.759435643782844,-1.03121173736027,0.538238383359327,0.261770694621072,0.300972012856742,-0.336930905204348,-0.612463059247898,-0.0970317158516029,0.145037121473048,-0.317173869834291,0.237797113660506,0.0657412042551972,-0.213997396683115,4.0,0
